"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5","Comp. 6","Comp. 7","Comp. 8"
"KVD37",0.78966,0.67858,0.66934,0.88366,0.87807,0.87753,0.87805,0.87795
"GLDN",0.78695,0.87739,0.84894,0.8552,0.85043,0.84933,0.84891,0.84998
"GALT2",0.7844,1.0365,1.0011,0.98263,0.9793,0.97827,0.97778,0.97765
"CAH4",0.78393,0.8625,0.83359,0.81479,0.81004,0.80976,0.80985,0.80985
"MYDGF",0.78242,0.6377,0.61697,0.6264,0.62492,0.62452,0.62516,0.6253
"G6PI",0.77449,0.72202,0.74525,0.78702,0.78853,0.79824,0.79848,0.79848
"PZP",0.77349,0.86557,0.87297,0.85844,0.86694,0.86816,0.86773,0.86778
"MA2A1",0.76556,0.61128,0.60932,0.59574,0.66374,0.6628,0.66525,0.6652
"IGHG3",0.7648,0.66067,0.64768,0.70454,0.70124,0.70088,0.70192,0.70242
"NPTX1",0.7618,0.61199,0.81952,0.80078,0.79595,0.79746,0.79767,0.79758
"PTPRG",0.75644,0.61329,0.65902,0.64394,0.64368,0.64297,0.64344,0.644
"IGHA1",0.75248,0.98655,0.94975,1.0124,1.0316,1.0304,1.0332,1.0332
"MINP1",0.74869,0.90584,0.87246,0.8686,0.86301,0.86196,0.86338,0.86327
"LV223",0.74815,0.65348,0.6793,0.66668,0.67531,0.67461,0.67434,0.67427
"SEM6D",0.74648,0.67629,0.66021,0.65349,0.65102,0.65691,0.65825,0.65843
"TSP1",0.74562,0.70778,0.68146,0.66739,0.72324,0.72215,0.72371,0.72483
"SPB6",0.74137,0.98791,0.95105,0.94162,0.93544,0.93401,0.93537,0.93525
"LV151",0.73625,0.61939,0.59858,0.64711,0.65252,0.65519,0.65494,0.65494
"FA5",0.73017,0.62965,0.63986,0.65338,0.65012,0.65389,0.65506,0.65506
"PXDC2",0.72929,0.63336,0.64776,0.63371,0.64167,0.64166,0.64221,0.64237
"LV208",0.72849,0.66567,0.68106,0.66972,0.66614,0.66543,0.66524,0.66631
"LDHA",0.72436,1.2414,1.2122,1.201,1.2004,1.1995,1.1989,1.1988
"AATM",0.71405,0.58003,0.56425,0.56836,0.5878,0.58762,0.58734,0.58783
"LAMC1",0.71209,1.0144,1.0131,1.0066,1.0111,1.0111,1.0112,1.0113
"LV746",0.7099,0.71108,0.70868,0.69282,0.71499,0.71419,0.71473,0.71506
"LMAN2",0.70179,0.88401,0.90319,0.91591,0.91424,0.91291,0.91253,0.91246
"PARK7",0.69856,0.88844,0.86215,0.84696,0.8424,0.84111,0.84072,0.84077
"HEXA",0.69635,0.66349,0.63906,0.79838,0.82514,0.82516,0.82493,0.82486
"CO8A",0.68021,1.122,1.1065,1.0889,1.0849,1.0837,1.0835,1.0836
"CFAH",0.67727,0.81485,0.95351,1.0014,1.0104,1.0101,1.011,1.0109
"LCAT",0.67713,0.58564,0.78049,0.82559,0.82434,0.82322,0.82281,0.8227
"HLAB",0.67387,0.61162,0.59006,0.62329,0.6198,0.61903,0.61873,0.61947
"FETUB",0.67381,0.59669,0.73478,0.79044,0.79155,0.79146,0.79124,0.79215
"PCOC1",0.67099,1.2308,1.3055,1.2766,1.2703,1.2707,1.2702,1.2701
"CD109",0.66851,0.78935,0.76255,0.74612,0.75417,0.7534,0.75333,0.75323
"LYAM1",0.65879,0.69032,0.67091,0.65685,0.65977,0.66254,0.66472,0.66541
"CMGA",0.65747,0.53522,0.51596,0.50784,0.52618,0.52631,0.52696,0.52753
"APOD",0.65659,0.62174,0.64759,0.65743,0.65584,0.65576,0.65648,0.6564
"CALR",0.65058,1.4425,1.4373,1.4051,1.4009,1.3988,1.3981,1.398
"IGD",0.64246,1.2809,1.2362,1.2143,1.2081,1.2072,1.2073,1.2071
"XYLT1",0.64205,0.96902,1.083,1.105,1.0986,1.0992,1.099,1.099
"PTGDS",0.64147,1.0602,1.0892,1.1306,1.1418,1.1411,1.1405,1.1404
"B2MG",0.64117,1.0427,1.0496,1.0377,1.0311,1.0305,1.0302,1.0301
"CO3A1",0.63951,0.8261,0.82722,0.86904,0.86358,0.86242,0.862,0.86238
"C1QB",0.63662,0.52662,0.58993,0.63074,0.63377,0.6337,0.63379,0.6337
"LV140",0.63221,0.52594,0.58653,0.57821,0.57766,0.57767,0.57759,0.57759
"TETN",0.62696,0.50031,0.86173,0.84351,0.83798,0.83827,0.83922,0.83912
"CO8G",0.61127,0.62811,0.60754,0.62753,0.66368,0.66403,0.66483,0.66491
"SE6L2",0.60062,0.75509,0.73027,0.7218,0.72042,0.71954,0.71919,0.71911
"1433Z",0.59927,0.52252,0.61712,0.66328,0.65893,0.65794,0.65867,0.65925
"FAT2",0.59571,0.49449,0.47596,0.49072,0.49285,0.51873,0.5185,0.51845
"TENX",0.593,0.47626,0.52513,0.53255,0.57895,0.58618,0.58594,0.58586
"MOES",0.59015,0.93966,0.9495,0.95204,0.95018,0.95215,0.95315,0.95307
"DNER",0.59007,0.4904,0.47205,0.51744,0.52199,0.52641,0.52646,0.52641
"FINC",0.58273,0.97227,1.1478,1.1337,1.1268,1.1268,1.1269,1.1269
"IGHG2",0.58237,0.55663,0.56864,0.58964,0.62731,0.62925,0.63041,0.63135
"RL24",0.57948,0.59428,0.63512,0.6215,0.63376,0.63418,0.63525,0.63521
"LSAMP",0.5794,0.52231,0.61545,0.63148,0.63789,0.63707,0.63688,0.63686
"CP089",0.56993,0.88595,0.87191,0.85687,0.86862,0.86736,0.86704,0.86698
"CSF1R",0.56618,0.52156,0.68853,0.75023,0.7514,0.75144,0.75109,0.75099
"CATS",0.56581,0.50531,0.49269,0.49146,0.49442,0.49366,0.49417,0.49453
"1433G",0.56238,1.1141,1.0854,1.0902,1.1132,1.1117,1.1111,1.111
"FSTL4",0.56159,0.7426,0.71488,0.75141,0.74855,0.75456,0.7544,0.75502
"IMPA3",0.56025,0.47494,0.47391,0.50607,0.50965,0.50894,0.50913,0.50957
"CO2",0.55849,1.213,1.1815,1.1566,1.1499,1.1551,1.1548,1.1546
"CNTN1",0.55423,1.1988,1.2576,1.2512,1.244,1.2421,1.2416,1.2414
"CATB",0.55416,0.56117,0.66489,0.65216,0.6525,0.65161,0.65209,0.65227
"CCKN",0.55001,0.77505,0.74707,0.73922,0.75682,0.75712,0.75744,0.75761
"CNTFR",0.54783,0.59479,0.65671,0.65975,0.65861,0.66174,0.66182,0.66176
"GGCT",0.54697,0.47879,0.47677,0.46603,0.52617,0.52571,0.52568,0.52677
"CO6A1",0.54656,0.70118,0.77762,0.81898,0.81373,0.81266,0.81249,0.81242
"ENOA",0.54219,1.3355,1.286,1.2897,1.2817,1.2798,1.28,1.2798
"CFAD",0.53868,0.60301,0.59857,0.58565,0.58596,0.58643,0.58618,0.58626
"MGP",0.53688,0.64775,0.65404,0.66726,0.66373,0.66277,0.66274,0.66275
"THY1",0.53609,1.0813,1.1058,1.0965,1.0894,1.0877,1.0878,1.0879
"CYC",0.53581,0.52738,0.61204,0.59977,0.59743,0.59653,0.59626,0.59726
"HPRT",0.52811,1.3349,1.2914,1.3064,1.2982,1.2984,1.2997,1.2995
"DPP6",0.52405,0.44477,0.47001,0.4866,0.51086,0.51236,0.51482,0.5152
"KV133",0.52268,0.55402,0.64289,0.6736,0.67696,0.67592,0.67565,0.67563
"LV327",0.51802,0.42698,0.46257,0.61504,0.61138,0.61326,0.61343,0.6139
"PGAM1",0.51598,0.93099,0.90376,0.90661,0.9018,0.90375,0.90333,0.9034
"PLMN",0.51366,1.291,1.2602,1.2723,1.2691,1.2672,1.2667,1.2669
"G3P",0.5133,1.0238,1.0082,1.0091,1.0064,1.0054,1.0055,1.0053
"SBP1",0.51216,0.97205,0.95826,0.99584,0.99083,0.99117,0.99161,0.99152
"SERC",0.51005,0.47725,0.53473,0.59886,0.60115,0.60305,0.60279,0.60271
"CAH1",0.50839,0.72546,0.82331,0.81391,0.84904,0.85024,0.85165,0.85156
"PGBM",0.50796,1.1815,1.1415,1.1195,1.1158,1.1142,1.1141,1.1139
"COL12",0.50467,0.89443,0.87142,0.8539,0.84872,0.84755,0.84756,0.84752
"KLK6",0.50372,0.53685,0.66027,0.70334,0.705,0.7046,0.71022,0.71047
"CD14",0.50347,1.1993,1.2597,1.231,1.2229,1.2214,1.2209,1.2207
"CO1A1",0.50322,0.63407,0.64646,0.71864,0.715,0.71739,0.71708,0.71698
"CNTN4",0.50054,0.6523,0.66689,0.6595,0.65534,0.65632,0.65605,0.65614
"PKDRE",0.49948,0.4507,0.45415,0.44576,0.44556,0.45421,0.45399,0.45463
"IGHM",0.49315,0.41365,0.39841,0.38966,0.40528,0.43794,0.43775,0.43783
"FCGBP",0.49304,0.70866,0.70144,0.69768,0.69316,0.70636,0.70605,0.70611
"CATO",0.48783,0.53085,0.51749,0.57039,0.56668,0.5766,0.57912,0.5792
"CADM4",0.48307,0.73069,0.86731,0.85614,0.85288,0.85259,0.85312,0.85347
"SORT",0.48217,0.39939,0.47079,0.46586,0.49676,0.5081,0.50858,0.50856
"COIA1",0.48174,0.4572,0.49809,0.49817,0.4973,0.50577,0.51005,0.51001
"CO7",0.4749,1.2368,1.1977,1.172,1.1645,1.1627,1.1622,1.1623
"PTPRD",0.47431,0.90375,0.87003,0.87865,0.92678,0.92592,0.92657,0.92653
"LAMP1",0.47277,0.37781,0.36868,0.42532,0.45438,0.45373,0.45421,0.45504
"ECM1",0.47232,0.45868,0.86928,0.84941,0.84759,0.84663,0.84656,0.8465
"RGMB",0.47159,0.69088,0.70154,0.71148,0.70881,0.70888,0.70854,0.71002
"CO4A",0.46636,0.63469,0.61099,0.68785,0.71225,0.71177,0.71167,0.7124
"ITIH3",0.4615,0.42445,0.55652,0.58305,0.58447,0.5858,0.58593,0.58585
"FA10",0.46135,0.73111,0.72231,0.71809,0.73436,0.73344,0.7331,0.7334
"NNRE",0.46007,0.36881,0.36801,0.36537,0.36385,0.3634,0.37149,0.37169
"L1CAM",0.45827,0.85666,0.85348,0.90155,0.89581,0.89496,0.89592,0.8958
"NCAM2",0.45652,0.38612,0.70632,0.69016,0.68779,0.68713,0.68682,0.68699
"A4",0.45507,0.96267,1.0109,1.0346,1.0278,1.0269,1.0264,1.0263
"KV230",0.45328,0.61378,0.59778,0.59658,0.59307,0.59722,0.59929,0.59925
"PLXB1",0.45164,0.58123,0.58076,0.61016,0.64376,0.6431,0.64336,0.64397
"NTRI",0.44719,0.52813,0.83466,0.88207,0.8768,0.87562,0.87519,0.8752
"GSTP1",0.44574,0.98903,0.95976,0.94048,0.94036,0.94257,0.94314,0.94309
"RNAS1",0.44237,0.3561,0.81133,0.80473,0.81826,0.81757,0.8192,0.81914
"VASN",0.44163,0.7359,0.89408,0.89124,0.89871,0.89759,0.89735,0.89727
"HEP2",0.44083,1.881,1.8138,1.8011,1.791,1.789,1.7881,1.788
"NRX2A",0.43936,0.38848,0.56185,0.67312,0.67655,0.67628,0.6762,0.67675
"VTM2B",0.43082,0.39258,0.38052,0.37748,0.41707,0.41952,0.41966,0.41961
"GAS6",0.43021,0.73477,0.72557,0.71412,0.73014,0.73159,0.73124,0.73122
"SEZ6",0.4262,0.49392,0.47625,0.48852,0.48741,0.49424,0.494,0.49402
"NRP1",0.42046,0.39703,0.38294,0.37607,0.37364,0.37317,0.37442,0.37592
"SIAE",0.41754,0.7049,0.85279,0.90087,0.895,0.89661,0.89627,0.89625
"APOE",0.41674,0.62989,0.76433,0.83651,0.85306,0.85298,0.85256,0.8526
"HV551",0.41631,1.0907,1.1354,1.1322,1.1358,1.1357,1.1352,1.1352
"PDXL2",0.4031,0.33404,0.35571,0.34828,0.34639,0.34775,0.34768,0.34772
"PCP",0.40048,0.38082,0.36981,0.66238,0.66285,0.6648,0.66454,0.66473
"PMGT1",0.39125,0.90601,0.8795,0.87112,0.86753,0.86794,0.86759,0.8675
"LRC4B",0.38964,0.3729,0.48282,0.49278,0.50762,0.51139,0.51115,0.51108
"ANGT",0.38954,0.31097,0.68483,0.68502,0.68054,0.67949,0.67946,0.67952
"DIAC",0.37958,0.3185,0.30656,0.30188,0.31207,0.33273,0.33266,0.33371
"ALDOA",0.3778,0.7192,0.6926,0.69833,0.69489,0.69455,0.69454,0.69446
"FBLN1",0.37657,0.33265,0.75485,0.75988,0.75509,0.75757,0.75736,0.75736
"GGH",0.37519,0.39319,0.39812,0.46204,0.46258,0.46195,0.46173,0.46255
"IL6RB",0.37213,0.29915,0.29676,0.30856,0.34558,0.34509,0.34711,0.34757
"KV113",0.37114,0.50694,0.48835,0.57942,0.64077,0.64415,0.64476,0.64509
"RNT2",0.37075,0.30067,0.29585,0.56741,0.57515,0.57427,0.57492,0.57601
"CATD",0.36856,0.29899,0.41928,0.4975,0.50998,0.52893,0.53076,0.5313
"CLUS",0.36841,0.35242,0.69121,0.78481,0.78153,0.78035,0.78009,0.78
"PGK1",0.36684,0.57072,0.65044,0.64549,0.64139,0.64398,0.64444,0.64548
"CBR1",0.363,0.73901,0.71338,0.70283,0.7025,0.70364,0.70433,0.7047
"LG3BP",0.36266,0.44476,0.61646,0.71018,0.70552,0.70541,0.70674,0.70677
"CADM2",0.35755,0.31778,0.40206,0.39371,0.40502,0.405,0.40489,0.4051
"KVD28",0.35671,0.43218,0.58367,0.57063,0.57454,0.57366,0.57337,0.57336
"AMD",0.35262,0.92526,0.98764,0.99773,0.99336,0.99195,0.99147,0.99136
"DPP2",0.35159,0.44076,0.54822,0.56156,0.56549,0.56757,0.56729,0.56727
"GPC1",0.35044,0.82464,0.79812,0.79126,0.78885,0.78841,0.78803,0.78821
"CANT1",0.34761,0.2909,0.31072,0.30376,0.34434,0.37038,0.37022,0.37021
"WFKN2",0.34558,0.44369,0.43955,0.43038,0.43736,0.44404,0.44392,0.444
"MA2A2",0.34295,0.30945,0.51656,0.53361,0.53537,0.53735,0.53905,0.539
"WBP2",0.34209,0.34479,0.42318,0.44975,0.4746,0.47396,0.47435,0.47434
"RS27A",0.33545,0.6681,0.6581,0.6472,0.68789,0.69217,0.69218,0.69243
"OPCM",0.33527,0.65383,0.71173,0.70592,0.70131,0.70035,0.70068,0.70087
"KVD29",0.33385,0.87191,0.8509,0.8429,0.83742,0.84349,0.84508,0.84497
"CNTP5",0.3306,0.74968,0.79152,0.78154,0.78045,0.78765,0.78727,0.78717
"SEM7A",0.3294,1.2641,1.2761,1.2479,1.2398,1.2389,1.2387,1.2386
"CBLN3",0.32654,0.7111,0.72596,0.7428,0.73793,0.74303,0.74353,0.74345
"CATF",0.32589,0.885,0.85273,0.85347,0.84923,0.85469,0.85479,0.85469
"IGLC2",0.32068,0.26753,0.27197,0.31463,0.31957,0.32347,0.32333,0.32358
"HV372",0.31754,0.6313,0.60765,0.84639,0.84087,0.83965,0.8404,0.84029
"LUM",0.31451,0.74488,0.78718,0.76989,0.76512,0.76397,0.76462,0.76513
"BTD",0.31334,0.81162,0.85929,0.92639,0.92084,0.91992,0.91946,0.91944
"HV374",0.31137,0.90351,0.8697,0.86155,0.8773,0.87599,0.87557,0.87545
"PRIO",0.3094,0.93489,0.90199,0.93929,0.93313,0.93195,0.9336,0.93411
"NCAM1",0.3025,0.25167,0.25104,0.28736,0.341,0.35066,0.35126,0.35123
"PPIB",0.29817,0.56877,0.55372,0.5657,0.57317,0.5726,0.57431,0.57425
"GPX3",0.29475,0.30064,0.31935,0.31448,0.3398,0.34049,0.34042,0.34054
"GFRA2",0.29459,0.27245,0.26459,0.32677,0.3458,0.34531,0.34596,0.34595
"TPIS",0.29284,0.28393,0.27593,0.27029,0.34092,0.34215,0.34222,0.34227
"AGRB1",0.28976,0.28078,0.3187,0.44383,0.47323,0.47312,0.47289,0.47288
"VTDB",0.28651,1.409,1.3562,1.3876,1.382,1.38,1.3793,1.3791
"NLGN2",0.28513,0.38221,0.57886,0.64339,0.65751,0.65675,0.65696,0.65856
"ALDOC",0.28198,0.22661,0.40911,0.41481,0.42366,0.42319,0.423,0.4232
"SRPX",0.28048,0.42869,0.51643,0.55714,0.56528,0.56554,0.5653,0.56524
"APOC2",0.27572,0.48572,0.47732,0.47261,0.48718,0.49026,0.49069,0.49063
"IMPA1",0.27507,0.4383,0.4222,0.4225,0.43518,0.44322,0.44374,0.44377
"VCAM1",0.27418,0.72716,0.8103,0.79416,0.78983,0.78869,0.78876,0.78904
"MDGA1",0.27111,0.80115,0.79088,0.79597,0.79892,0.80916,0.80964,0.80966
"FBLN3",0.27104,0.35651,0.85453,0.83649,0.83153,0.83185,0.83144,0.83135
"FAM3C",0.26438,0.21693,0.59526,0.64753,0.64363,0.64304,0.64642,0.6464
"PLD3",0.25876,0.59583,0.59922,0.59088,0.5895,0.58946,0.58958,0.58959
"CNDP1",0.25808,0.65583,0.91364,0.90912,0.90425,0.90286,0.90242,0.90237
"LV861",0.25623,0.87924,0.84929,0.83584,0.8305,0.8319,0.83233,0.83269
"SHBG",0.25201,1.0458,1.0078,0.99923,0.99384,0.99285,0.99256,0.99279
"FRS1L",0.25017,0.82564,0.90986,1.0278,1.025,1.0235,1.0232,1.0232
"NFASC",0.24817,0.28638,0.35726,0.37126,0.36885,0.37053,0.37186,0.37184
"AGRIN",0.24507,0.89855,0.89677,0.92633,0.92084,0.92176,0.92132,0.92121
"FBLN4",0.2442,0.22856,0.48061,0.47062,0.48158,0.48463,0.48456,0.48467
"CYTC",0.24338,0.62358,0.70143,0.7041,0.69972,0.70201,0.70174,0.70175
"CEMIP",0.24255,0.81801,0.83878,0.81999,0.81505,0.8142,0.81391,0.8138
"APOA2",0.24017,0.35614,0.37904,0.383,0.40624,0.41593,0.41803,0.41916
"TRY1",0.23865,0.21118,0.22546,0.24356,0.34739,0.36863,0.3742,0.37475
"PPN",0.23626,0.22546,0.2242,0.21913,0.40813,0.40795,0.41031,0.41033
"CATL1",0.22921,0.67073,0.66546,0.79115,0.78768,0.78724,0.78695,0.78697
"LEG7",0.2278,0.75936,0.78271,0.77265,0.78831,0.78726,0.78706,0.7874
"CALB1",0.22722,0.18285,0.25544,0.33276,0.39171,0.39111,0.3915,0.39165
"TCO2",0.22455,0.67437,0.65885,0.67525,0.6719,0.67199,0.67167,0.67159
"GELS",0.22445,1.3481,1.3481,1.3185,1.3138,1.3119,1.3117,1.3116
"CAD15",0.22322,0.26296,0.26262,0.26938,0.28263,0.28222,0.28218,0.28215
"CAD13",0.22292,0.66872,0.74524,0.73727,0.7325,0.73307,0.73272,0.73266
"MEGF8",0.22222,0.62605,0.63817,0.64026,0.63958,0.64837,0.64835,0.64828
"FIBA",0.21879,1.1124,1.0788,1.1018,1.098,1.0995,1.0989,1.0988
"AATC",0.2116,0.67981,0.66018,0.74479,0.74292,0.74316,0.74307,0.74297
"SEM3G",0.2105,0.24326,0.34676,0.33934,0.33921,0.34452,0.34449,0.34537
"MUC18",0.20818,0.1694,0.18683,0.25862,0.2731,0.28823,0.28842,0.29106
"MFAP4",0.20779,0.16588,0.27659,0.32578,0.32414,0.32372,0.32389,0.32387
"CRAC1",0.20712,0.77839,0.89753,0.88534,0.8799,0.88039,0.88084,0.88085
"CD048",0.20558,0.55351,0.53371,0.65413,0.66717,0.66702,0.66671,0.66671
"FMOD",0.20131,0.31819,0.31399,0.34564,0.3577,0.3609,0.36114,0.36118
"CO4A2",0.19782,0.19301,0.36543,0.38536,0.40635,0.41391,0.4138,0.41385
"OSTP",0.19496,0.99928,0.96709,1.0774,1.0791,1.0775,1.077,1.077
"CRP",0.18887,0.3125,0.30854,0.31902,0.31921,0.31951,0.32139,0.32207
"TSP2",0.18494,0.28968,0.28589,0.31659,0.31536,0.33386,0.33406,0.33526
"CD44",0.184,0.51731,0.66606,0.67067,0.6729,0.6727,0.67551,0.67544
"FBLN5",0.18266,0.76514,0.7375,0.81118,0.80587,0.80972,0.8094,0.80951
"IGJ",0.18208,0.33254,0.39777,0.40626,0.41729,0.41671,0.41928,0.41922
"CO3",0.1706,1.9105,1.839,1.8036,1.7923,1.7896,1.7887,1.7885
"NDRG2",0.17024,0.60226,0.59325,0.62263,0.62102,0.62598,0.62605,0.62667
"BGH3",0.16627,0.4939,0.64618,0.63271,0.64032,0.64008,0.63978,0.63976
"IGG1",0.16604,0.87407,0.84576,0.9115,0.91937,0.91849,0.91827,0.91817
"NRCAM",0.16235,0.14215,0.753,0.78395,0.7791,0.77992,0.77991,0.77981
"CO5",0.16021,0.91023,0.87645,0.91258,0.91607,0.9152,0.91497,0.91487
"PROF1",0.15454,0.19916,0.31665,0.48475,0.48639,0.49348,0.49331,0.49362
"SEPP1",0.14723,0.31173,0.30521,0.33144,0.3548,0.36071,0.36259,0.36273
