"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5","Comp. 6","Comp. 7","Comp. 8"
"SORT",0.47191,0.48365,0.4892,0.49199,0.49195,0.49157,0.49149,0.49151
"LDHB",0.46968,0.80047,0.78972,0.78701,0.78858,0.78887,0.78912,0.7891
"PPN",0.46823,0.50921,0.50769,0.50604,0.50488,0.50462,0.50476,0.50477
"HBD",0.46519,0.79636,0.78892,0.78707,0.78702,0.78691,0.78776,0.78776
"CSTN3",0.46397,0.50014,0.49733,0.50025,0.49937,0.49908,0.49902,0.499
"HEXB",0.45883,0.56949,0.56193,0.57122,0.57842,0.57797,0.57804,0.57803
"SAP",0.45631,0.529,0.5224,0.52123,0.52303,0.52427,0.52434,0.52434
"MA2A1",0.45024,0.44294,0.43786,0.44478,0.44535,0.44854,0.44902,0.44901
"VCAM1",0.44528,0.42326,0.43354,0.46494,0.48241,0.48235,0.48228,0.48231
"SE6L1",0.4373,0.45164,0.44634,0.44522,0.45989,0.46069,0.46068,0.4607
"XYLT1",0.43664,0.68062,0.75762,0.7634,0.76473,0.76416,0.76415,0.76414
"PTGDS",0.43561,0.62977,0.68871,0.68952,0.69958,0.70012,0.70005,0.70006
"HLAB",0.43464,0.49232,0.52126,0.52064,0.52137,0.52096,0.52101,0.52101
"C1R",0.43365,0.41965,0.42255,0.44033,0.44936,0.44909,0.44979,0.44981
"CO8A",0.43059,0.50511,0.5698,0.56787,0.57025,0.56999,0.56992,0.56994
"NLGN2",0.41841,0.40817,0.41449,0.42981,0.42908,0.42874,0.42994,0.43004
"ICOSL",0.41351,0.45107,0.48268,0.48981,0.49457,0.49426,0.49419,0.49425
"FBLN4",0.41124,0.39234,0.42218,0.42388,0.42456,0.42539,0.42534,0.42539
"PDXL2",0.40964,0.47037,0.46775,0.49154,0.49211,0.49646,0.49646,0.49645
"LV746",0.40835,0.60394,0.60582,0.60671,0.61077,0.6107,0.61087,0.61092
"PLD4",0.40742,0.40263,0.40855,0.42017,0.42473,0.42699,0.42706,0.42705
"A2AP",0.4045,0.52642,0.59319,0.59278,0.59496,0.59453,0.59475,0.59477
"AGRIN",0.40123,0.38557,0.39269,0.39132,0.39079,0.3914,0.39177,0.39182
"SHPS1",0.40027,0.44543,0.48216,0.4831,0.49049,0.4901,0.49002,0.49031
"MIME",0.39708,0.51078,0.50388,0.5112,0.52332,0.52292,0.52286,0.52285
"MANBA",0.39308,0.37366,0.36879,0.37073,0.36988,0.37157,0.37215,0.37219
"IBP6",0.39271,0.64812,0.64177,0.64732,0.64597,0.64642,0.64664,0.64665
"CNTN6",0.39262,0.77651,0.76945,0.76691,0.76525,0.766,0.76592,0.76592
"NPTX1",0.3886,0.36994,0.37278,0.3809,0.3938,0.39348,0.39434,0.39436
"KAIN",0.38743,0.39617,0.39462,0.4098,0.42046,0.42021,0.42041,0.42048
"HEXA",0.38728,0.43271,0.43794,0.43645,0.43674,0.43726,0.43723,0.43754
"PCP",0.37652,0.39917,0.41214,0.42073,0.42886,0.43074,0.43076,0.43087
"GALT2",0.37616,0.36734,0.36225,0.36269,0.36757,0.37059,0.3717,0.37174
"CAH1",0.37577,0.37027,0.40845,0.43306,0.44848,0.44871,0.44869,0.44883
"SBP1",0.37524,0.37888,0.37467,0.38223,0.4093,0.40911,0.40924,0.40925
"ANXA2",0.37438,0.37266,0.36765,0.37728,0.37689,0.38533,0.3862,0.3862
"NCAM1",0.3724,0.56736,0.57722,0.60023,0.60369,0.60357,0.60353,0.60352
"FCGBP",0.37118,0.35571,0.41278,0.41406,0.41481,0.42277,0.42282,0.42281
"SLIK1",0.36797,0.35038,0.37331,0.37882,0.37939,0.37992,0.37989,0.37989
"TCO2",0.36679,0.35501,0.44386,0.48267,0.48504,0.49063,0.49062,0.49061
"ENOG",0.36668,0.34887,0.39541,0.39871,0.40527,0.40515,0.40626,0.4065
"HGFA",0.36563,0.42824,0.45037,0.45699,0.46396,0.46409,0.46465,0.46469
"APLP1",0.3612,0.44339,0.48243,0.50166,0.51663,0.51933,0.51927,0.51926
"LUM",0.3609,0.34411,0.3623,0.36122,0.37769,0.38011,0.38096,0.38095
"GUAD",0.3603,0.74234,0.74355,0.74108,0.74554,0.74521,0.74517,0.74519
"L1CAM",0.35366,0.39734,0.49093,0.49028,0.50337,0.50305,0.50306,0.50308
"APOB",0.3532,0.33474,0.33361,0.33242,0.33271,0.33259,0.33262,0.33268
"GPC1",0.35026,0.3873,0.38307,0.41002,0.41065,0.41048,0.41231,0.41234
"A1AG1",0.34613,0.48593,0.54757,0.55922,0.55891,0.55857,0.55849,0.55848
"ZA2G",0.34273,0.46612,0.48897,0.48804,0.49036,0.49463,0.49467,0.49466
"PRIO",0.34216,0.32938,0.32601,0.32594,0.3258,0.33476,0.33613,0.33613
"PTPRS",0.33972,0.5737,0.56703,0.56795,0.57623,0.57608,0.57609,0.57607
"CBPE",0.33885,0.40457,0.4721,0.4996,0.50165,0.50134,0.50134,0.50133
"COMP",0.33662,0.59947,0.59229,0.59131,0.60492,0.60445,0.60436,0.60458
"FIBB",0.33643,0.74625,0.7558,0.75313,0.75163,0.75695,0.75688,0.75686
"RTN4R",0.33629,0.58122,0.58248,0.58353,0.58225,0.58189,0.58185,0.58183
"ACYP2",0.33539,0.3188,0.33288,0.33219,0.33242,0.33713,0.33763,0.33774
"CNDP1",0.33161,0.39023,0.40771,0.46585,0.46934,0.46922,0.46939,0.46938
"IGSF8",0.33078,0.35846,0.37149,0.37072,0.3794,0.37921,0.38041,0.38051
"PPIC",0.33007,0.72579,0.72082,0.72001,0.71917,0.71859,0.71859,0.71858
"VTM2A",0.32841,0.40311,0.40927,0.41945,0.4225,0.42299,0.4248,0.42485
"RS27A",0.32467,0.30836,0.31647,0.35269,0.36945,0.3692,0.36918,0.3692
"ENOA",0.32115,0.31946,0.33369,0.36674,0.36847,0.36842,0.36841,0.3684
"ECM1",0.32,0.39066,0.39701,0.41367,0.42731,0.42716,0.42711,0.42715
"COCA1",0.31784,0.55167,0.56699,0.56498,0.56389,0.57376,0.57396,0.57395
"KV37",0.31662,0.59918,0.59124,0.59152,0.59676,0.59839,0.59837,0.59835
"HV349",0.31366,0.73925,0.73314,0.73274,0.73289,0.73543,0.73558,0.73563
"PEBP1",0.31281,0.49205,0.5485,0.55206,0.55099,0.55113,0.55105,0.55118
"CSPG2",0.30469,0.28973,0.30694,0.3075,0.30687,0.30791,0.309,0.30905
"EPHAA",0.30302,0.28844,0.36987,0.36999,0.36914,0.36887,0.369,0.36901
"ITIH1",0.29932,0.69632,0.78108,0.77887,0.77709,0.77653,0.7767,0.77668
"MGAT1",0.29625,0.41243,0.43957,0.44478,0.45005,0.44969,0.44964,0.44968
"SRPX",0.29621,0.40214,0.41234,0.41523,0.41533,0.41499,0.41616,0.4162
"LAMB2",0.29462,0.45555,0.45124,0.46201,0.47189,0.47154,0.47231,0.47235
"C1RL",0.29108,0.31114,0.3069,0.30747,0.3103,0.31005,0.31196,0.31198
"ITIH3",0.28653,0.34547,0.34943,0.36624,0.36738,0.37087,0.3711,0.37114
"B4GA1",0.28586,0.34141,0.34972,0.42061,0.42956,0.42962,0.42955,0.42958
"RNT2",0.28487,0.27191,0.2688,0.26806,0.27833,0.27957,0.28003,0.28009
"FSTL5",0.28206,0.4328,0.46777,0.46615,0.46508,0.46818,0.46844,0.46843
"GLU2B",0.28201,0.35761,0.37943,0.3823,0.3822,0.38398,0.38396,0.38425
"CO9",0.27861,0.56312,0.58583,0.58699,0.58747,0.58703,0.58744,0.58751
"CO3A1",0.27795,0.48709,0.48538,0.49919,0.50295,0.50254,0.5025,0.50258
"CSF1R",0.2729,0.39892,0.43105,0.43093,0.43549,0.43516,0.43594,0.43599
"PTPRG",0.27279,0.37983,0.46125,0.46026,0.46049,0.46027,0.46069,0.46068
"NRX1A",0.26695,0.25376,0.30436,0.30337,0.31586,0.31563,0.31604,0.31604
"PTPRZ",0.26409,0.26839,0.26469,0.29569,0.29851,0.29878,0.30071,0.30075
"NRCAM",0.26285,0.49195,0.51584,0.56045,0.56135,0.56108,0.56118,0.56117
"CNTP2",0.26128,0.56234,0.57735,0.57961,0.57835,0.58118,0.58144,0.58147
"SAA4",0.26032,0.5791,0.57107,0.56913,0.56805,0.56816,0.56862,0.56866
"C163A",0.25494,0.25919,0.29077,0.32705,0.33406,0.33382,0.33397,0.33396
"FIBG",0.25322,0.47693,0.53562,0.53394,0.53287,0.53808,0.53808,0.53807
"KVD16",0.25296,0.25308,0.24959,0.25265,0.25209,0.2715,0.27164,0.27183
"CRP",0.25133,0.24726,0.2579,0.27654,0.28752,0.29547,0.29546,0.29552
"SGCE",0.24948,0.44333,0.53889,0.53711,0.53821,0.53981,0.5418,0.54179
"1433Z",0.24779,0.23602,0.23364,0.23562,0.2544,0.25751,0.25763,0.25791
"HEP2",0.247,0.43383,0.46677,0.46594,0.47244,0.47211,0.47204,0.47203
"IGHG4",0.24551,0.5247,0.51852,0.52343,0.52227,0.52235,0.52239,0.52246
"CALR",0.2444,0.65109,0.64286,0.64286,0.6469,0.64642,0.64633,0.64642
"HABP2",0.24074,0.23284,0.30108,0.3007,0.30001,0.30008,0.30016,0.30025
"LV140",0.23971,0.26773,0.31826,0.31713,0.31646,0.31825,0.31828,0.31884
"BIP",0.23961,0.22771,0.2373,0.2395,0.23903,0.23942,0.2396,0.23964
"ITIH5",0.23669,0.45176,0.47473,0.47332,0.48767,0.4881,0.48807,0.48812
"IGK",0.23411,0.31921,0.31845,0.31743,0.31669,0.31877,0.31882,0.31882
"PROS",0.23388,0.29508,0.29543,0.31948,0.33162,0.3314,0.33141,0.33142
"MA1C1",0.2245,0.32335,0.31992,0.32043,0.33094,0.33232,0.33296,0.33296
"CADH2",0.21324,0.25972,0.27882,0.27797,0.29138,0.29204,0.2941,0.29421
"MDHC",0.21,0.2036,0.22662,0.23217,0.23561,0.23692,0.23815,0.23814
"EXTL2",0.20698,0.29352,0.28985,0.29089,0.29938,0.30329,0.30455,0.30461
"NID2",0.20649,0.22106,0.23166,0.29366,0.29529,0.31355,0.31361,0.31362
"IGA2",0.20534,0.20077,0.29505,0.29861,0.29831,0.29809,0.29978,0.30016
"NID1",0.2016,0.42998,0.42595,0.4253,0.43937,0.44339,0.44336,0.44339
"FUCO2",0.19996,0.21155,0.26327,0.26287,0.26549,0.26569,0.26576,0.26587
"AP2B1",0.19967,0.2,0.19723,0.2328,0.23792,0.23808,0.23859,0.2386
"LAMA2",0.19528,0.23035,0.2743,0.27345,0.28026,0.28809,0.28815,0.28814
"ACTS",0.18919,0.20239,0.38048,0.38178,0.39428,0.39507,0.395,0.3951
"LTBP1",0.18782,0.19161,0.27428,0.28396,0.2897,0.29537,0.29552,0.29557
"CNTP4",0.18429,0.17565,0.38202,0.38075,0.38684,0.38657,0.38664,0.38673
"QPCT",0.17782,0.23762,0.39691,0.50264,0.50445,0.50679,0.50684,0.50683
"C1QA",0.17756,0.22462,0.23199,0.23202,0.26094,0.26696,0.26699,0.26709
"HPRT",0.17589,0.34233,0.35866,0.36169,0.36125,0.36138,0.36133,0.36135
"MA2A2",0.17387,0.17226,0.24779,0.25879,0.25821,0.25801,0.25923,0.25922
"CEMIP",0.17306,0.16675,0.16444,0.19264,0.19224,0.19293,0.19292,0.1934
"FA10",0.17007,0.16759,0.16977,0.17705,0.18031,0.18093,0.1809,0.18133
"A4",0.16854,0.47423,0.4935,0.52121,0.52044,0.52026,0.52097,0.52103
"SHBG",0.16608,0.31137,0.32706,0.3303,0.3322,0.33714,0.3371,0.3371
"OMGP",0.16426,0.27564,0.27256,0.27988,0.28062,0.28065,0.28075,0.28102
"EPDR1",0.16302,0.44214,0.43888,0.43774,0.43679,0.43649,0.43787,0.43793
"LYSC",0.16111,0.29007,0.28607,0.29807,0.29745,0.30477,0.30472,0.30485
"MFGM",0.16061,0.23832,0.23718,0.24171,0.2412,0.24937,0.24936,0.2495
"CD248",0.158,0.26356,0.39864,0.40086,0.40691,0.40666,0.4066,0.40666
"R4RL2",0.15519,0.49733,0.56735,0.57418,0.57717,0.57676,0.57689,0.57695
"HV323",0.14675,0.87172,0.90504,0.90925,0.90794,0.90862,0.9085,0.90849
"NFASC",0.14159,0.43452,0.43444,0.43433,0.43364,0.43358,0.43351,0.4335
"PLMN",0.14102,0.59234,0.62747,0.63342,0.63203,0.63153,0.63149,0.63148
"OPCM",0.12972,0.26871,0.2869,0.3098,0.33451,0.33427,0.33492,0.33493
"CA2D2",0.1288,0.26184,0.28675,0.28761,0.28703,0.28812,0.28888,0.28887
"ICAM5",0.12863,0.17503,0.18201,0.18172,0.21282,0.21453,0.21566,0.21599
"CP089",0.11866,0.1142,0.2049,0.20429,0.21272,0.21974,0.22105,0.22125
"ASPG",0.11831,0.11237,0.12364,0.1232,0.13831,0.16116,0.16284,0.16316
"FETUB",0.11506,0.25008,0.33457,0.34375,0.34305,0.34411,0.34443,0.34442
"LDHA",0.11406,0.63545,0.67089,0.67057,0.67815,0.67793,0.67783,0.67783
"PZP",0.11146,0.17338,0.19626,0.20773,0.21191,0.2129,0.21455,0.21459
"CO8G",0.10776,0.15463,0.27993,0.28931,0.28953,0.30655,0.30671,0.30676
"FRS1L",0.10732,0.11736,0.16966,0.1691,0.16909,0.17475,0.18275,0.18334
"LV321",0.10508,0.12047,0.177,0.18366,0.18787,0.18838,0.18847,0.18855
"PXDC2",0.10454,0.10981,0.11066,0.14704,0.14817,0.16161,0.16245,0.16295
"PKDRE",0.10318,0.10837,0.13289,0.13243,0.15688,0.16747,0.16957,0.16961
"PCOC1",0.096297,0.091513,0.27909,0.31864,0.32863,0.32905,0.3291,0.32911
"CYTC",0.093523,0.18512,0.3231,0.32696,0.32659,0.32978,0.32987,0.32991
"MINP1",0.092668,0.13146,0.17931,0.18539,0.18564,0.19418,0.19543,0.19542
"DCC",0.088866,0.57161,0.56929,0.5794,0.58137,0.58095,0.58087,0.58085
"SIAE",0.088181,0.12272,0.18786,0.18718,0.18734,0.1876,0.1876,0.1876
"HBA",0.075443,0.29949,0.34364,0.35227,0.35153,0.35303,0.35365,0.3537
"LV657",0.069742,0.17214,0.1975,0.19688,0.19683,0.19705,0.20317,0.20339
"AMD",0.065805,0.27075,0.26987,0.28416,0.31308,0.31415,0.31418,0.31466
"BGH3",0.065649,0.076395,0.07788,0.11442,0.15487,0.15712,0.15732,0.15747
"NRP1",0.063986,0.14282,0.14726,0.15268,0.18661,0.19657,0.19654,0.19662
"LMAN2",0.063705,0.24341,0.32426,0.32754,0.32953,0.32927,0.32974,0.32978
"SORL",0.063504,0.13963,0.23129,0.23634,0.24297,0.24564,0.24567,0.24586
"AATC",0.062314,0.2181,0.27764,0.29074,0.30109,0.30509,0.30588,0.30588
"CD166",0.062116,0.26078,0.27715,0.27619,0.27556,0.27538,0.27539,0.27545
"HBB",0.06181,0.26203,0.29778,0.30909,0.31128,0.31451,0.31535,0.31541
"MLEC",0.060397,0.42734,0.42761,0.42682,0.43061,0.43047,0.4315,0.43151
"SEM4B",0.059288,0.37241,0.45758,0.45609,0.45509,0.45478,0.45475,0.45485
"PLXB2",0.051326,0.25717,0.37298,0.42687,0.4259,0.42692,0.42716,0.42716
"SAMP",0.049961,0.2271,0.24691,0.24604,0.25288,0.25378,0.25421,0.25436
"RENR",0.039784,0.17725,0.46814,0.46729,0.4707,0.47301,0.47355,0.47354
"MYO6",0.035285,0.64717,0.7028,0.7262,0.7384,0.73862,0.7385,0.73848
"FRIL",0.02895,0.09535,0.32247,0.32931,0.32856,0.34105,0.34162,0.3418
"SEPP1",0.028473,0.27074,0.32963,0.33097,0.34277,0.34335,0.34331,0.34366
"SLIK4",0.025257,0.19733,0.22634,0.23852,0.26476,0.26797,0.26869,0.26878
"OSTP",0.023909,0.06638,0.16826,0.18444,0.18693,0.18919,0.18917,0.18958
"CPVL",0.022381,0.17131,0.24567,0.24646,0.27258,0.27582,0.27805,0.27825
"THBG",0.022089,0.39965,0.48636,0.49577,0.49575,0.49534,0.4953,0.49536
"PGBM",0.016543,0.10973,0.19197,0.20973,0.22564,0.23052,0.23057,0.2307
"DHPR",0.015439,0.26659,0.26728,0.26937,0.27929,0.30027,0.30025,0.30038
"SAP3",0.010695,0.37743,0.39756,0.41514,0.41506,0.42249,0.42268,0.42269
"CBPQ",0.0083288,0.027356,0.068915,0.14537,0.17202,0.17229,0.17287,0.17304
"PEDF",0.0034366,0.022046,0.39381,0.40232,0.41704,0.41809,0.41838,0.41837
"MOES",0.0024922,0.24998,0.33842,0.36029,0.3624,0.3626,0.36288,0.36302
"CO6",0.0015851,0.20219,0.28208,0.28127,0.30168,0.30184,0.30193,0.30205
"TRY1",0.0011591,0.23081,0.22782,0.23523,0.2348,0.24311,0.24377,0.24387
